date,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,odds_home,odds_draw,odds_away,league,season
11/08/2023,Nice,Lille,1,1,D,8,12,3,5,2.6,3.5,2.7,Ligue 1,2023/24
12/08/2023,Marseille,Reims,2,1,H,14,11,4,4,1.7,4.0,4.75,Ligue 1,2023/24
12/08/2023,Paris SG,Lorient,0,0,D,20,4,4,0,1.33,5.5,7.5,Ligue 1,2023/24
13/08/2023,Brest,Lens,3,2,H,15,10,8,2,4.0,3.5,1.91,Ligue 1,2023/24
13/08/2023,Clermont,Monaco,2,4,A,15,14,7,8,3.6,3.6,2.0,Ligue 1,2023/24
13/08/2023,Montpellier,Le Havre,2,2,D,15,12,5,4,1.91,3.6,4.0,Ligue 1,2023/24
13/08/2023,Nantes,Toulouse,1,2,A,9,9,4,5,2.5,3.4,2.75,Ligue 1,2023/24
13/08/2023,Rennes,Metz,5,1,H,29,9,14,3,1.4,4.75,7.5,Ligue 1,2023/24
13/08/2023,Strasbourg,Lyon,2,1,H,8,23,2,7,2.55,3.6,2.55,Ligue 1,2023/24
18/08/2023,Metz,Marseille,2,2,D,10,22,5,5,5.0,4.0,1.67,Ligue 1,2023/24
19/08/2023,Lyon,Montpellier,1,4,A,7,14,3,8,1.7,4.2,4.33,Ligue 1,2023/24
19/08/2023,Toulouse,Paris SG,1,1,D,8,16,2,3,4.75,4.2,1.65,Ligue 1,2023/24
20/08/2023,Lille,Nantes,2,0,H,18,14,8,4,1.4,5.0,7.0,Ligue 1,2023/24
20/08/2023,Le Havre,Brest,1,2,A,18,10,7,5,2.7,3.2,2.7,Ligue 1,2023/24
20/08/2023,Lorient,Nice,1,1,D,9,21,2,8,3.4,3.4,2.15,Ligue 1,2023/24
20/08/2023,Reims,Clermont,2,0,H,8,11,4,4,1.85,3.75,4.0,Ligue 1,2023/24
20/08/2023,Monaco,Strasbourg,3,0,H,9,4,4,1,1.8,4.0,4.0,Ligue 1,2023/24
20/08/2023,Lens,Rennes,1,1,D,15,10,4,5,2.4,3.6,2.75,Ligue 1,2023/24
25/08/2023,Nantes,Monaco,3,3,D,3,27,3,10,4.75,3.8,1.73,Ligue 1,2023/24
26/08/2023,Marseille,Brest,2,0,H,15,18,6,7,1.5,4.0,6.0,Ligue 1,2023/24
26/08/2023,Paris SG,Lens,3,1,H,17,12,7,4,1.6,4.2,5.5,Ligue 1,2023/24
27/08/2023,Rennes,Le Havre,2,2,D,22,7,8,3,1.4,4.5,7.5,Ligue 1,2023/24
27/08/2023,Clermont,Metz,0,1,A,16,10,4,5,1.85,3.6,4.0,Ligue 1,2023/24
27/08/2023,Montpellier,Reims,1,3,A,19,12,3,6,2.4,3.4,2.9,Ligue 1,2023/24
27/08/2023,Strasbourg,Toulouse,2,0,H,11,7,3,1,2.15,3.5,3.3,Ligue 1,2023/24
27/08/2023,Lorient,Lille,4,1,H,9,18,6,7,4.0,3.6,1.91,Ligue 1,2023/24
27/08/2023,Nice,Lyon,0,0,D,21,6,4,1,2.1,3.6,3.4,Ligue 1,2023/24
01/09/2023,Nantes,Marseille,1,1,D,10,26,2,9,5.0,3.8,1.7,Ligue 1,2023/24
02/09/2023,Brest,Rennes,0,0,D,13,6,2,3,3.3,3.5,2.15,Ligue 1,2023/24
02/09/2023,Monaco,Lens,3,0,H,11,12,6,1,2.05,3.8,3.2,Ligue 1,2023/24
03/09/2023,Toulouse,Clermont,2,2,D,9,15,5,3,2.0,3.6,3.75,Ligue 1,2023/24
03/09/2023,Le Havre,Lorient,3,0,H,17,9,6,2,2.7,3.25,2.7,Ligue 1,2023/24
03/09/2023,Lille,Montpellier,1,0,H,15,9,6,5,1.75,4.0,4.2,Ligue 1,2023/24
03/09/2023,Metz,Reims,2,2,D,12,12,4,2,4.2,3.5,1.91,Ligue 1,2023/24
03/09/2023,Nice,Strasbourg,2,0,H,16,4,6,0,1.91,3.5,4.0,Ligue 1,2023/24
03/09/2023,Lyon,Paris SG,1,4,A,19,22,8,8,6.0,4.75,1.5,Ligue 1,2023/24
15/09/2023,Paris SG,Nice,2,3,A,12,14,3,8,1.55,4.5,5.5,Ligue 1,2023/24
