date,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,odds_home,odds_draw,odds_away,league,season
25/11/2024,Venezia,Lecce,0,1,A,16,7,6,2,2.3,3.25,3.2,Serie A,2024/25
29/11/2024,Cagliari,Verona,1,0,H,19,11,6,2,1.91,3.4,4.1,Serie A,2024/25
30/11/2024,Como,Monza,1,1,D,17,9,3,3,2.0,3.25,3.9,Serie A,2024/25
30/11/2024,Milan,Empoli,3,0,H,20,9,4,0,1.36,4.75,9.0,Serie A,2024/25
30/11/2024,Bologna,Venezia,3,0,H,16,5,9,1,1.65,3.9,5.25,Serie A,2024/25
01/12/2024,Udinese,Genoa,0,2,A,4,15,2,5,2.0,3.3,4.0,Serie A,2024/25
01/12/2024,Parma,Lazio,3,1,H,12,23,4,8,4.2,3.8,1.8,Serie A,2024/25
01/12/2024,Torino,Napoli,0,1,A,5,16,1,6,5.0,3.4,1.8,Serie A,2024/25
01/12/2024,Lecce,Juventus,1,1,D,10,14,6,3,5.25,3.6,1.7,Serie A,2024/25
02/12/2024,Roma,Atalanta,0,2,A,5,18,1,7,3.2,3.5,2.2,Serie A,2024/25
06/12/2024,Inter,Parma,3,1,H,18,5,5,2,1.18,7.0,15.0,Serie A,2024/25
06/12/2024,Atalanta,Milan,2,1,H,17,6,8,2,2.15,3.4,3.3,Serie A,2024/25
07/12/2024,Genoa,Torino,0,0,D,5,10,1,3,2.5,3.1,3.0,Serie A,2024/25
07/12/2024,Juventus,Bologna,2,2,D,10,10,3,4,1.7,3.6,5.25,Serie A,2024/25
07/12/2024,Roma,Lecce,4,1,H,23,3,9,1,1.57,4.0,6.25,Serie A,2024/25
08/12/2024,Fiorentina,Cagliari,1,0,H,8,8,3,1,1.5,4.5,6.0,Serie A,2024/25
08/12/2024,Verona,Empoli,1,4,A,12,15,3,5,2.63,2.75,3.25,Serie A,2024/25
08/12/2024,Venezia,Como,2,2,D,8,10,4,4,2.75,3.3,2.6,Serie A,2024/25
08/12/2024,Napoli,Lazio,0,1,A,12,7,1,3,1.9,3.4,4.33,Serie A,2024/25
09/12/2024,Monza,Udinese,1,2,A,27,10,4,3,2.7,3.0,2.88,Serie A,2024/25
13/12/2024,Empoli,Torino,0,1,A,10,14,4,4,2.7,2.88,3.0,Serie A,2024/25
14/12/2024,Cagliari,Atalanta,0,1,A,12,12,8,2,5.5,4.33,1.55,Serie A,2024/25
14/12/2024,Udinese,Napoli,1,3,A,7,17,3,4,5.25,3.5,1.73,Serie A,2024/25
14/12/2024,Juventus,Venezia,2,2,D,12,8,4,2,1.3,5.25,9.0,Serie A,2024/25
15/12/2024,Lecce,Monza,2,1,H,11,10,4,1,2.45,3.0,3.2,Serie A,2024/25
15/12/2024,Bologna,Fiorentina,1,0,H,16,10,6,4,2.7,3.1,2.75,Serie A,2024/25
15/12/2024,Parma,Verona,2,3,A,19,17,8,6,1.85,3.75,4.0,Serie A,2024/25
15/12/2024,Como,Roma,2,0,H,18,6,7,1,3.25,3.4,2.2,Serie A,2024/25
15/12/2024,Milan,Genoa,0,0,D,22,5,4,0,1.33,5.25,8.0,Serie A,2024/25
16/12/2024,Lazio,Inter,0,6,A,9,12,2,7,3.6,3.4,2.1,Serie A,2024/25
20/12/2024,Verona,Milan,0,1,A,10,14,2,6,5.5,4.1,1.57,Serie A,2024/25
21/12/2024,Torino,Bologna,0,2,A,6,8,0,5,3.3,2.9,2.45,Serie A,2024/25
21/12/2024,Genoa,Napoli,1,2,A,11,12,3,2,5.25,3.6,1.7,Serie A,2024/25
21/12/2024,Lecce,Lazio,1,2,A,11,13,2,7,5.0,3.6,1.73,Serie A,2024/25
22/12/2024,Roma,Parma,5,0,H,19,9,9,3,1.53,4.2,6.25,Serie A,2024/25
22/12/2024,Venezia,Cagliari,2,1,H,12,14,6,7,2.5,3.3,2.88,Serie A,2024/25
22/12/2024,Atalanta,Empoli,3,2,H,16,7,7,3,1.29,5.5,11.0,Serie A,2024/25
22/12/2024,Monza,Juventus,1,2,A,17,16,5,9,6.25,3.5,1.65,Serie A,2024/25
23/12/2024,Fiorentina,Udinese,1,2,A,14,11,3,4,1.6,3.8,6.0,Serie A,2024/25
23/12/2024,Inter,Como,2,0,H,17,8,5,4,1.2,6.5,15.0,Serie A,2024/25
28/12/2024,Empoli,Genoa,1,2,A,12,14,8,5,2.55,2.9,3.1,Serie A,2024/25
28/12/2024,Parma,Monza,2,1,H,9,10,3,4,2.3,3.5,3.0,Serie A,2024/25
28/12/2024,Cagliari,Inter,0,3,A,5,20,1,5,6.5,4.75,1.44,Serie A,2024/25
28/12/2024,Lazio,Atalanta,1,1,D,11,14,5,4,3.0,3.3,2.4,Serie A,2024/25
29/12/2024,Udinese,Torino,2,2,D,10,12,3,6,2.25,3.1,3.5,Serie A,2024/25
29/12/2024,Napoli,Venezia,1,0,H,25,4,8,2,1.27,5.5,11.0,Serie A,2024/25
29/12/2024,Juventus,Fiorentina,2,2,D,15,11,5,4,1.95,3.3,4.2,Serie A,2024/25
29/12/2024,Milan,Roma,1,1,D,21,12,7,5,2.25,3.4,3.2,Serie A,2024/25
30/12/2024,Como,Lecce,2,0,H,15,11,8,1,1.7,3.7,5.0,Serie A,2024/25
30/12/2024,Bologna,Verona,2,3,A,23,8,7,4,1.5,4.1,7.0,Serie A,2024/25
04/01/2025,Venezia,Empoli,1,1,D,8,18,3,6,2.3,3.1,3.4,Serie A,2024/25
04/01/2025,Fiorentina,Napoli,0,3,A,14,10,2,4,2.88,3.25,2.55,Serie A,2024/25
