date,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,odds_home,odds_draw,odds_away,league,season
18/08/2018,Chievo,Juventus,2,3,A,7,23,2,11,13.0,5.75,1.25,Serie A,2018/19
18/08/2018,Lazio,Napoli,1,2,A,9,11,5,6,2.8,3.4,2.5,Serie A,2018/19
19/08/2018,Bologna,Spal,0,1,A,8,10,3,5,2.25,3.2,3.4,Serie A,2018/19
19/08/2018,Empoli,Cagliari,2,0,H,9,12,4,5,2.14,3.2,3.6,Serie A,2018/19
19/08/2018,Parma,Udinese,2,2,D,9,16,6,6,2.45,3.3,2.9,Serie A,2018/19
19/08/2018,Sassuolo,Inter,1,0,H,7,11,5,4,5.5,4.0,1.61,Serie A,2018/19
19/08/2018,Torino,Roma,0,1,A,8,16,5,13,3.5,3.5,2.1,Serie A,2018/19
20/08/2018,Atalanta,Frosinone,4,0,H,16,6,10,1,1.36,4.5,11.0,Serie A,2018/19
25/08/2018,Juventus,Lazio,2,0,H,14,8,9,3,1.36,5.0,8.5,Serie A,2018/19
25/08/2018,Napoli,Milan,3,2,H,21,6,13,4,1.61,4.0,5.5,Serie A,2018/19
26/08/2018,Cagliari,Sassuolo,2,2,D,12,12,7,6,2.45,3.3,2.9,Serie A,2018/19
26/08/2018,Fiorentina,Chievo,6,1,H,19,5,15,3,1.5,4.33,6.5,Serie A,2018/19
26/08/2018,Frosinone,Bologna,0,0,D,11,10,7,5,3.3,3.0,2.4,Serie A,2018/19
26/08/2018,Genoa,Empoli,2,1,H,10,12,4,8,1.95,3.4,4.0,Serie A,2018/19
26/08/2018,Inter,Torino,2,2,D,9,10,6,7,1.5,4.33,7.0,Serie A,2018/19
26/08/2018,Spal,Parma,1,0,H,15,3,5,0,2.04,3.3,3.8,Serie A,2018/19
26/08/2018,Udinese,Sampdoria,1,0,H,13,9,5,4,2.4,3.25,3.1,Serie A,2018/19
27/08/2018,Roma,Atalanta,3,3,D,21,17,11,10,1.72,3.75,5.0,Serie A,2018/19
31/08/2018,Milan,Roma,2,1,H,18,6,9,3,2.45,3.4,2.87,Serie A,2018/19
01/09/2018,Bologna,Inter,0,3,A,7,10,1,4,7.0,4.0,1.53,Serie A,2018/19
01/09/2018,Parma,Juventus,1,2,A,8,20,7,10,17.0,7.0,1.18,Serie A,2018/19
02/09/2018,Atalanta,Cagliari,0,1,A,8,4,5,3,1.55,4.2,6.0,Serie A,2018/19
02/09/2018,Chievo,Empoli,0,0,D,11,12,5,4,2.3,3.2,3.3,Serie A,2018/19
02/09/2018,Fiorentina,Udinese,1,0,H,13,4,4,1,1.57,4.0,6.0,Serie A,2018/19
02/09/2018,Lazio,Frosinone,1,0,H,17,7,8,5,1.22,6.5,13.0,Serie A,2018/19
02/09/2018,Sampdoria,Napoli,3,0,H,7,12,4,6,6.5,4.1,1.53,Serie A,2018/19
02/09/2018,Sassuolo,Genoa,5,3,H,10,11,8,8,2.1,3.3,3.75,Serie A,2018/19
02/09/2018,Torino,Spal,1,0,H,10,8,7,3,1.66,3.75,5.5,Serie A,2018/19
15/09/2018,Frosinone,Sampdoria,0,5,A,6,10,2,7,3.5,3.4,2.1,Serie A,2018/19
15/09/2018,Inter,Parma,0,1,A,24,8,11,6,1.25,6.0,12.0,Serie A,2018/19
15/09/2018,Napoli,Fiorentina,1,0,H,19,7,5,3,1.57,4.2,5.75,Serie A,2018/19
16/09/2018,Cagliari,Milan,1,1,D,7,12,3,7,5.0,3.6,1.75,Serie A,2018/19
16/09/2018,Empoli,Lazio,0,1,A,10,16,3,9,5.0,3.8,1.7,Serie A,2018/19
16/09/2018,Genoa,Bologna,1,0,H,10,8,5,2,1.9,3.25,4.5,Serie A,2018/19
16/09/2018,Juventus,Sassuolo,2,1,H,16,10,6,6,1.2,7.0,13.0,Serie A,2018/19
16/09/2018,Roma,Chievo,2,2,D,15,10,9,5,1.22,6.5,13.0,Serie A,2018/19
16/09/2018,Udinese,Torino,1,1,D,7,9,3,4,2.9,3.25,2.5,Serie A,2018/19
