date,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,odds_home,odds_draw,odds_away,league,season
13/08/2022,Milan,Udinese,4,2,H,14,9,5,4,1.44,4.75,7.0,Serie A,2022/23
13/08/2022,Sampdoria,Atalanta,0,2,A,11,9,1,3,4.33,3.9,1.75,Serie A,2022/23
13/08/2022,Lecce,Inter,1,2,A,10,19,4,9,10.0,5.75,1.28,Serie A,2022/23
13/08/2022,Monza,Torino,1,2,A,15,13,4,6,2.6,3.3,2.75,Serie A,2022/23
14/08/2022,Fiorentina,Cremonese,3,2,H,27,13,11,4,1.36,5.0,8.5,Serie A,2022/23
14/08/2022,Lazio,Bologna,2,1,H,9,11,6,3,1.57,4.33,5.75,Serie A,2022/23
14/08/2022,Salernitana,Roma,0,1,A,13,20,2,5,6.5,4.75,1.44,Serie A,2022/23
14/08/2022,Spezia,Empoli,1,0,H,9,18,2,5,2.45,3.3,2.9,Serie A,2022/23
15/08/2022,Verona,Napoli,2,5,A,6,25,3,8,3.5,3.5,2.05,Serie A,2022/23
15/08/2022,Juventus,Sassuolo,3,0,H,14,19,4,7,1.44,4.75,7.0,Serie A,2022/23
20/08/2022,Torino,Lazio,0,0,D,10,7,1,2,3.0,3.5,2.3,Serie A,2022/23
20/08/2022,Udinese,Salernitana,0,0,D,15,17,2,6,1.75,3.8,4.5,Serie A,2022/23
20/08/2022,Inter,Spezia,3,0,H,19,2,8,0,1.16,8.0,15.0,Serie A,2022/23
20/08/2022,Sassuolo,Lecce,1,0,H,12,7,3,1,1.75,4.0,4.2,Serie A,2022/23
21/08/2022,Empoli,Fiorentina,0,0,D,4,19,2,2,3.75,3.8,1.9,Serie A,2022/23
21/08/2022,Napoli,Monza,4,0,H,22,4,5,1,1.33,5.5,8.0,Serie A,2022/23
21/08/2022,Atalanta,Milan,1,1,D,11,18,2,7,2.75,3.5,2.5,Serie A,2022/23
21/08/2022,Bologna,Verona,1,1,D,17,19,5,3,2.15,3.5,3.3,Serie A,2022/23
22/08/2022,Roma,Cremonese,1,0,H,27,14,12,3,1.25,6.5,11.0,Serie A,2022/23
22/08/2022,Sampdoria,Juventus,0,0,D,10,10,1,4,5.75,4.0,1.6,Serie A,2022/23
26/08/2022,Monza,Udinese,1,2,A,10,15,5,4,3.1,3.4,2.3,Serie A,2022/23
26/08/2022,Lazio,Inter,3,1,H,11,19,7,7,4.0,3.8,1.83,Serie A,2022/23
27/08/2022,Cremonese,Torino,1,2,A,16,14,6,5,3.2,3.4,2.25,Serie A,2022/23
27/08/2022,Juventus,Roma,1,1,D,14,8,3,4,2.3,3.3,3.1,Serie A,2022/23
27/08/2022,Milan,Bologna,2,0,H,19,8,7,0,1.33,5.5,8.5,Serie A,2022/23
27/08/2022,Spezia,Sassuolo,2,2,D,7,21,2,8,3.0,3.6,2.25,Serie A,2022/23
28/08/2022,Salernitana,Sampdoria,4,0,H,9,17,6,6,2.45,3.2,3.0,Serie A,2022/23
28/08/2022,Verona,Atalanta,0,1,A,14,15,2,7,4.2,4.0,1.75,Serie A,2022/23
28/08/2022,Fiorentina,Napoli,0,0,D,10,13,5,2,3.25,3.6,2.15,Serie A,2022/23
28/08/2022,Lecce,Empoli,1,1,D,15,9,5,3,2.3,3.5,3.0,Serie A,2022/23
30/08/2022,Sassuolo,Milan,0,0,D,8,10,3,2,5.25,4.33,1.57,Serie A,2022/23
30/08/2022,Inter,Cremonese,3,1,H,18,11,7,4,1.14,8.0,21.0,Serie A,2022/23
30/08/2022,Roma,Monza,3,0,H,14,13,7,1,1.3,5.5,10.0,Serie A,2022/23
31/08/2022,Empoli,Verona,1,1,D,16,9,4,3,2.62,3.3,2.7,Serie A,2022/23
31/08/2022,Sampdoria,Lazio,1,1,D,10,13,3,6,4.2,3.6,1.85,Serie A,2022/23
31/08/2022,Udinese,Fiorentina,1,0,H,8,12,3,2,2.7,3.5,2.5,Serie A,2022/23
31/08/2022,Juventus,Spezia,2,0,H,15,9,3,0,1.28,5.75,12.0,Serie A,2022/23
31/08/2022,Napoli,Lecce,1,1,D,19,9,7,4,1.25,6.25,11.0,Serie A,2022/23
01/09/2022,Atalanta,Torino,3,1,H,12,8,5,2,1.72,3.75,5.25,Serie A,2022/23
01/09/2022,Bologna,Salernitana,1,1,D,11,20,4,4,1.85,3.6,4.33,Serie A,2022/23
03/09/2022,Fiorentina,Juventus,1,1,D,17,4,5,1,3.0,3.25,2.4,Serie A,2022/23
03/09/2022,Milan,Inter,3,2,H,21,16,5,5,2.8,3.25,2.6,Serie A,2022/23
03/09/2022,Lazio,Napoli,1,2,A,8,19,2,7,2.9,3.5,2.37,Serie A,2022/23
04/09/2022,Cremonese,Sassuolo,0,0,D,10,17,0,7,3.0,3.5,2.25,Serie A,2022/23
04/09/2022,Spezia,Bologna,2,2,D,15,13,5,6,3.0,3.3,2.37,Serie A,2022/23
04/09/2022,Verona,Sampdoria,2,1,H,17,11,9,3,2.05,3.6,3.6,Serie A,2022/23
04/09/2022,Udinese,Roma,4,0,H,11,12,5,2,4.2,3.75,1.85,Serie A,2022/23
05/09/2022,Monza,Atalanta,0,2,A,11,13,3,6,5.75,4.2,1.57,Serie A,2022/23
05/09/2022,Salernitana,Empoli,2,2,D,15,11,4,5,2.25,3.4,3.2,Serie A,2022/23
05/09/2022,Torino,Lecce,1,0,H,13,10,4,2,1.7,3.75,5.25,Serie A,2022/23
10/09/2022,Napoli,Spezia,1,0,H,28,10,6,1,1.25,6.0,11.0,Serie A,2022/23
10/09/2022,Inter,Torino,1,0,H,16,9,3,7,1.45,4.75,7.0,Serie A,2022/23
10/09/2022,Sampdoria,Milan,1,2,A,10,15,4,4,6.0,4.5,1.5,Serie A,2022/23
11/09/2022,Atalanta,Cremonese,1,1,D,14,7,6,4,1.3,5.5,9.5,Serie A,2022/23
11/09/2022,Bologna,Fiorentina,2,1,H,12,13,4,2,2.9,3.4,2.45,Serie A,2022/23
11/09/2022,Lecce,Monza,1,1,D,7,2,3,1,2.25,3.4,3.2,Serie A,2022/23
11/09/2022,Sassuolo,Udinese,1,3,A,5,17,2,4,2.7,3.5,2.55,Serie A,2022/23
11/09/2022,Lazio,Verona,2,0,H,15,7,6,1,1.57,4.2,5.5,Serie A,2022/23
11/09/2022,Juventus,Salernitana,2,2,D,22,11,7,5,1.4,4.5,8.5,Serie A,2022/23
12/09/2022,Empoli,Roma,1,2,A,20,13,3,7,5.0,3.8,1.7,Serie A,2022/23
16/09/2022,Salernitana,Lecce,1,2,A,8,13,4,4,2.25,3.3,3.3,Serie A,2022/23
17/09/2022,Bologna,Empoli,0,1,A,16,12,3,5,2.1,3.5,3.4,Serie A,2022/23
17/09/2022,Spezia,Sampdoria,2,1,H,6,11,3,8,2.7,3.25,2.7,Serie A,2022/23
17/09/2022,Torino,Sassuolo,0,1,A,12,10,3,5,1.8,3.75,4.5,Serie A,2022/23
18/09/2022,Udinese,Inter,3,1,H,20,14,6,3,3.8,3.6,1.95,Serie A,2022/23
18/09/2022,Cremonese,Lazio,0,4,A,18,14,3,6,4.33,3.75,1.8,Serie A,2022/23
18/09/2022,Fiorentina,Verona,2,0,H,15,8,9,1,1.75,3.8,4.5,Serie A,2022/23
18/09/2022,Monza,Juventus,1,0,H,17,10,4,2,4.5,3.6,1.8,Serie A,2022/23
18/09/2022,Roma,Atalanta,0,1,A,21,4,5,1,2.05,3.5,3.5,Serie A,2022/23
18/09/2022,Milan,Napoli,1,2,A,22,9,5,4,2.15,3.5,3.3,Serie A,2022/23
01/10/2022,Napoli,Torino,3,1,H,15,16,7,3,1.6,4.0,5.75,Serie A,2022/23
01/10/2022,Inter,Roma,1,2,A,15,10,2,3,2.0,3.5,3.75,Serie A,2022/23
01/10/2022,Empoli,Milan,1,3,A,16,19,4,6,5.5,4.0,1.6,Serie A,2022/23
02/10/2022,Lazio,Spezia,4,0,H,13,14,6,2,1.4,5.0,7.5,Serie A,2022/23
02/10/2022,Lecce,Cremonese,1,1,D,6,13,1,4,2.05,3.4,3.75,Serie A,2022/23
02/10/2022,Sampdoria,Monza,0,3,A,3,13,1,6,2.25,3.4,3.2,Serie A,2022/23
02/10/2022,Sassuolo,Salernitana,5,0,H,17,6,11,1,2.0,3.75,3.5,Serie A,2022/23
02/10/2022,Atalanta,Fiorentina,1,0,H,10,16,5,5,1.95,3.5,4.0,Serie A,2022/23
02/10/2022,Juventus,Bologna,3,0,H,17,9,6,1,1.5,4.33,6.5,Serie A,2022/23
03/10/2022,Verona,Udinese,1,2,A,7,21,2,8,3.25,3.4,2.2,Serie A,2022/23
08/10/2022,Sassuolo,Inter,1,2,A,15,16,3,4,4.33,4.2,1.7,Serie A,2022/23
08/10/2022,Milan,Juventus,2,0,H,21,10,3,3,2.05,3.4,3.6,Serie A,2022/23
08/10/2022,Bologna,Sampdoria,1,1,D,10,9,3,3,2.05,3.5,3.6,Serie A,2022/23
09/10/2022,Torino,Empoli,1,1,D,20,6,7,2,1.72,3.6,5.0,Serie A,2022/23
09/10/2022,Monza,Spezia,2,0,H,7,9,4,1,1.9,3.6,4.0,Serie A,2022/23
09/10/2022,Salernitana,Verona,2,1,H,14,12,4,2,2.4,3.4,2.87,Serie A,2022/23
09/10/2022,Udinese,Atalanta,2,2,D,10,9,2,5,2.5,3.4,2.75,Serie A,2022/23
09/10/2022,Cremonese,Napoli,1,4,A,12,21,1,10,7.0,4.5,1.45,Serie A,2022/23
09/10/2022,Roma,Lecce,2,1,H,20,6,6,3,1.33,5.25,8.5,Serie A,2022/23
