date,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,odds_home,odds_draw,odds_away,league,season
18/08/17,Bayern Munich,Leverkusen,3,1,H,13,19,8,4,1.25,6.0,12.0,Bundesliga,2017/18
19/08/17,Hamburg,Augsburg,1,0,H,11,13,5,1,2.1,3.4,3.6,Bundesliga,2017/18
19/08/17,Hertha,Stuttgart,2,0,H,10,9,3,2,2.0,3.4,3.9,Bundesliga,2017/18
19/08/17,Hoffenheim,Werder Bremen,1,0,H,14,11,3,2,1.75,4.0,4.33,Bundesliga,2017/18
19/08/17,Mainz,Hannover,0,1,A,14,6,6,2,2.0,3.4,4.0,Bundesliga,2017/18
19/08/17,Schalke 04,RB Leipzig,2,0,H,11,12,5,3,2.8,3.4,2.5,Bundesliga,2017/18
19/08/17,Wolfsburg,Dortmund,0,3,A,9,13,0,5,3.8,4.0,1.85,Bundesliga,2017/18
20/08/17,Freiburg,Ein Frankfurt,0,0,D,7,15,1,2,2.45,3.25,3.0,Bundesliga,2017/18
20/08/17,M'gladbach,FC Koln,1,0,H,22,13,8,2,1.91,3.5,4.1,Bundesliga,2017/18
25/08/17,FC Koln,Hamburg,1,3,A,20,12,6,4,1.95,3.4,4.0,Bundesliga,2017/18
26/08/17,Augsburg,M'gladbach,2,2,D,24,15,9,3,3.25,3.4,2.25,Bundesliga,2017/18
26/08/17,Dortmund,Hertha,2,0,H,18,7,8,4,1.36,5.0,7.5,Bundesliga,2017/18
26/08/17,Ein Frankfurt,Wolfsburg,0,1,A,12,7,6,3,2.3,3.25,3.3,Bundesliga,2017/18
26/08/17,Leverkusen,Hoffenheim,2,2,D,16,6,3,4,2.05,3.6,3.6,Bundesliga,2017/18
26/08/17,Stuttgart,Mainz,1,0,H,17,13,4,6,2.3,3.4,3.1,Bundesliga,2017/18
26/08/17,Werder Bremen,Bayern Munich,0,2,A,4,19,1,8,11.0,6.5,1.25,Bundesliga,2017/18
27/08/17,Hannover,Schalke 04,1,0,H,11,8,3,1,3.3,3.4,2.2,Bundesliga,2017/18
27/08/17,RB Leipzig,Freiburg,4,1,H,29,7,11,2,1.36,5.0,8.5,Bundesliga,2017/18
08/09/17,Hamburg,RB Leipzig,0,2,A,9,19,2,4,4.0,3.6,1.91,Bundesliga,2017/18
09/09/17,Augsburg,FC Koln,3,0,H,10,13,4,3,2.38,3.3,3.1,Bundesliga,2017/18
09/09/17,Freiburg,Dortmund,0,0,D,5,27,2,3,7.5,5.0,1.4,Bundesliga,2017/18
09/09/17,Hoffenheim,Bayern Munich,2,0,H,6,23,3,6,7.0,4.5,1.45,Bundesliga,2017/18
09/09/17,Mainz,Leverkusen,3,1,H,14,13,5,2,3.0,3.4,2.38,Bundesliga,2017/18
09/09/17,M'gladbach,Ein Frankfurt,0,1,A,15,12,3,6,1.83,3.6,4.5,Bundesliga,2017/18
09/09/17,Wolfsburg,Hannover,1,1,D,17,7,6,2,1.83,3.6,4.5,Bundesliga,2017/18
