date,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,odds_home,odds_draw,odds_away,league,season
13/08/2021,Valencia,Getafe,1,0,H,4,22,2,4,2.55,3.0,3.1,La Liga,2021/22
14/08/2021,Cadiz,Levante,1,1,D,7,12,2,3,2.8,3.25,2.6,La Liga,2021/22
14/08/2021,Mallorca,Betis,1,1,D,6,10,2,1,3.3,3.4,2.2,La Liga,2021/22
14/08/2021,Alaves,Real Madrid,1,4,A,11,19,4,7,7.0,4.75,1.44,La Liga,2021/22
14/08/2021,Osasuna,Espanol,0,0,D,14,10,1,3,2.25,3.2,3.4,La Liga,2021/22
15/08/2021,Celta,Ath Madrid,1,2,A,10,13,2,4,4.2,3.4,1.9,La Liga,2021/22
15/08/2021,Barcelona,Sociedad,4,2,H,13,11,8,3,1.72,4.0,4.5,La Liga,2021/22
15/08/2021,Sevilla,Vallecano,3,0,H,21,4,8,3,1.44,4.2,8.0,La Liga,2021/22
16/08/2021,Villarreal,Granada,0,0,D,14,6,4,1,1.53,4.2,6.5,La Liga,2021/22
16/08/2021,Elche,Ath Bilbao,0,0,D,8,9,2,3,3.8,3.3,2.05,La Liga,2021/22
20/08/2021,Betis,Cadiz,1,1,D,16,8,7,3,1.5,4.2,7.0,La Liga,2021/22
21/08/2021,Alaves,Mallorca,0,1,A,9,12,4,2,2.25,3.2,3.4,La Liga,2021/22
21/08/2021,Espanol,Villarreal,0,0,D,14,12,3,2,3.1,3.4,2.3,La Liga,2021/22
21/08/2021,Granada,Valencia,1,1,D,9,18,2,7,2.45,3.4,2.87,La Liga,2021/22
21/08/2021,Ath Bilbao,Barcelona,1,1,D,16,9,7,3,4.0,3.75,1.85,La Liga,2021/22
22/08/2021,Sociedad,Vallecano,1,0,H,13,9,8,1,1.44,4.33,7.5,La Liga,2021/22
22/08/2021,Ath Madrid,Elche,1,0,H,8,4,4,2,1.22,5.75,17.0,La Liga,2021/22
22/08/2021,Levante,Real Madrid,3,3,D,8,19,4,5,5.0,4.33,1.6,La Liga,2021/22
23/08/2021,Getafe,Sevilla,0,1,A,12,9,0,3,3.5,3.2,2.2,La Liga,2021/22
23/08/2021,Osasuna,Celta,0,0,D,15,4,7,0,2.62,3.25,2.75,La Liga,2021/22
27/08/2021,Mallorca,Espanol,1,0,H,12,8,6,3,2.6,2.9,3.1,La Liga,2021/22
27/08/2021,Valencia,Alaves,3,0,H,9,10,4,3,1.75,3.6,4.75,La Liga,2021/22
28/08/2021,Celta,Ath Bilbao,0,1,A,13,6,0,2,2.4,3.2,3.1,La Liga,2021/22
28/08/2021,Elche,Sevilla,1,1,D,7,18,4,5,5.0,3.6,1.72,La Liga,2021/22
28/08/2021,Sociedad,Levante,1,0,H,7,6,2,0,1.53,4.2,6.0,La Liga,2021/22
28/08/2021,Betis,Real Madrid,0,1,A,11,13,6,3,4.2,3.8,1.8,La Liga,2021/22
29/08/2021,Barcelona,Getafe,2,1,H,7,8,3,3,1.4,4.75,7.5,La Liga,2021/22
29/08/2021,Cadiz,Osasuna,2,3,A,7,14,3,4,3.2,3.0,2.45,La Liga,2021/22
29/08/2021,Vallecano,Granada,4,0,H,19,9,6,3,2.55,3.2,2.87,La Liga,2021/22
29/08/2021,Ath Madrid,Villarreal,2,2,D,24,2,5,2,1.75,3.4,5.25,La Liga,2021/22
11/09/2021,Levante,Vallecano,1,1,D,7,22,2,6,2.1,3.4,3.5,La Liga,2021/22
